"recipeId","direction"
142,"Preheat the oven to 350 degrees F. Cover the dough with foil and fill with pie weights or beans. This will keep the dough from slouching in the pan. Bake for 25 minutes, then remove the foil and beans, bake for an additional 5 to 10 minutes or until the crust is a light golden color. Allow to cool to room temperature."
142,"Prepare the pastry cream: Whisk together the cornstarch and 1/4 cup of sugar. Add the egg yolks to the cornstarch and mix into a smooth paste. Set aside."
142,"Bring the milk, remaining 1/4 cup of the sugar, vanilla bean, and salt to a gentle simmer in a medium saucepan. Slowly, and in small amounts, whisk the hot milk into the egg mixture. Once the egg mixture is warm to the touch, pour it back into the milk in the pan."
142,"Bring the custard to a gentle boil, whisking continuously for 2 to 3 minutes. The pastry cream will thicken almost immediately, but it is important to cook the starch until it isn't grainy. When the pastry cream is done it will be smooth and glossy."
142,"Remove from the heat and add the butter and white chocolate to the pastry cream. Allow to sit for 3 minutes, then gently whisk them together. Pour the pastry cream into a shallow container. Cover with plastic wrap, pressed directly on the surface of the cream to prevent a skin from forming. Set the container in the freezer for 15 minutes (this cools down the eggs quickly) and then refrigerate for up to a few days."
142,"Fill the cooled tart shell with the pastry cream. Decorate the top with the berries and refrigerate until ready to serve. Dust with confectioners' sugar right before slicing and serving."
143,"Combine the hot sauce, margarine or butter, cayenne pepper, chile flakes, horseradish, jalapenoes, habaneros, cumin, garlic, onion and black pepper in a food processor and mix on medium speed until all the ingredients are well mixed. Reserve the hot sauce to toss with chicken wings."
143,"Cook's Note: Be sure to wear gloves when cutting the jalapeno and habanero and do not touch your face after handling the seeds or cut up peppers to avoid irritation!"
144,"In a Dutch oven, over medium-high heat, cook the meat until well browned, 4 to 6 minutes. Add the onions, bell pepper, garlic, chili powder, salt, cumin, black pepper, cayenne pepper, coriander, and cinnamon, and cook until vegetables are soft, 4 to 6 minutes. Add the tomatoes, stock, and bay leaves; bring the mixture to a simmer, partially cover, and cook for about 40 minutes, stirring occasionally. Add the beans, stir to combine, and continue to cook another 20 to 30 minutes, or until the flavors have come together and the chili has a nice, thick consistency. Taste and adjust the seasoning, if necessary."
145,"In a skillet over medium-high heat, brown ground beef with the onions. Be sure to break up clumps as much as possible. Put the mixture in a slow cooker."
145,"Add remaining ingredients and stir together. Cover and cook on high setting for 4 hours or on low for 7 to 8 hours."
145,"Ladle into bowls and serve with your favorite chili fixings."
146,"For the burgers: Coat a stove-top grill pan or griddle with cooking spray and set over medium-high heat to preheat. In a large bowl, combine beef, bacon, salt, and black pepper. Mix well and shape mixture into 4 patties, each about 1-inch thick. Place burgers on hot pan and cook 3 to 5 minutes per side, for medium. Arrange onions alongside burgers and grill 1 minute per side, until just golden. Place cheese on burgers and cook 1 minute, until cheese melts. Serve burgers on rolls with onions on top."
146,"For the black-eyed peas: Heat oil in a large skillet over medium-high heat. Add peas and cook 3 to 5 minutes, until golden brown. Add salt and black pepper, to taste, and stir to coat. Remove from heat and stir in Parmesan and parsley. Serve alongside burgers."
147,"Season both sides of halibut with salt and black pepper."
147,"Heat oil in a large skillet over medium-high heat. Add halibut and cook 2 minutes per side, until golden brown."
147,"Remove fish from pan and set aside."
147,"To the same pan, add artichoke hearts, broth and saffron. Bring to a simmer. Return fish to pan and simmer 2 minutes, until fish is fork-tender."
147,"Transfer to a serving platter and is usually served with couscous."
148,"Heat the oil from sun-dried tomatoes in a large skillet over medium-high heat. Add chicken and cook 3 to 5 minutes, until golden brown on all sides. Add tomatoes, broccoli rabe, olives, and 1/4 cup water, season with salt and pepper, cover and cook 3 minutes, until broccoli rabe wilts and chicken is cooked through. Remove from heat, transfer to a serving plate and top with feta cheese. Usually served with capellini pasta or rice."
149,"Heat a griddle pan over medium heat. Cut 4 thick slices of cinnamon raisin bread. Butter both sides of the bread slices with softened butter. Grill bread until brown and crispy on both sides, 2 minutes on each side."
149,"While bread grills, in a small saucepot, heat sweetened condensed milk or reduced fat sweetened condensed milk over medium low heat for 4 minutes. Remove from heat and stir in brandy."
149,"Cut each grilled slice of bread into quarters and pile into 4 dessert cups. Top bread with a few spoonfuls of hard sauce of sweetened condensed milk and brandy and a generous swirl of whipped cream. Garnish cream with a sprinkle of nutmeg and serve."
